"#id ","Name ","Location ","Written By ","Description ","Parsed Text ","Number of Pages ","Card ","Comments ","","aNewClue1","","","","","","","","","","","","","","",""
"draftingStrategyVol5","Drafting Strategy Vol. V","","","","","8","","","","aNewClue12","Or is there perhaps something new,\r\nSomething overlooked but now in view,\r\nHave you finally found it? Could it really be true?\r\nIf it’s a new clue, you know what to do.\r\n","0.7111111111","","","","","","","","","","","","","book:draftingStrategyVol5"
"gardenersLogbook","Gardener's Logbook","","Robert Nogula","","","6","","","","aNewClueDraft2","a new clue","1","","","","","","","","","","","","","book:gardenersLogbook"
"diary","Lady Clara's Diary","","","","","10","","","","aNewClueDraft3","All he needed was to find a new clue.\nIf he found a new clue, he would know what to do.\nIf he knew what to do, he’d likely <strike>find two</strike> tell you,\nFor you are looking for a new clue too!\n<strike>For clues come together, like a pair of new shoes.</strike>\n\nROUTE instead?\nhow many notes should be visible?","1","","","","","","","","","","","","","book:diary"
"mtHollyRecords","Mt. Holly Records","","","","","6","","","","aNewClueDraft4","He had retraced his sketches and studied the files,\nRewritten his theories and gone through the piles\nOf the evidence shown to <strike>god only</strike> nobody known,\nAnd retraced his steps, as it stretched on for miles.\n","1","","","","","","","","","","","","","book:mtHollyRecords"
"mtHollyScrapbook","Mt. Holly Scrapbook","","","","","7","","","","aNewClueDraft5","He had looked high and low in all of the rooms,\r\nHe had searched every corner in all of the tombs,\r\nFor in this case, he had searched every space,\r\nIf he found a new clue, he’d know what to do.\r\n\nnote to publisher: insert small case numbers\n(barely visible) between the marked words above.\n\nSwap the king with the rook\n\ntoo much\noverlap with clue\nin the Secret Passage?","1","","","","","","","","","","","","","book:mtHollyScrapbook"
"pumpManual","Pump Manual","","","","","4","","","","aNewClueDraft6","He looked and he looked under beds and in nooks,\r\nhe questioned the maids, he questioned the cooks,\r\nIt was already over, when he spoke to the chauffeur, \r\nWho told him new clues were found only in books.\r\n","1","","","","","","","","","","","","","book:pumpManual"
"realmRuin","Realm & Rune (Foreman's Copy)","","Prof. R. Willard","","","10","","","","aNewClueDraft7","So tome after tome that the library loaned,\r\nAnd the books that he had that he already owned,\r\nWere searched from their covers all the way through,\r\nIf he found a new clue, he’d know what to do.\r","0.8444444444","","","","","","","","","","","","","book:realmRuin"
"realmRune","Realm & Rune: Sigils of the Past and Present","","Prof. R. Willard","","","10","","","","aNewClueDraft8","He changed all the letters in the lines that he found,\nHe checked all the colors for each key that he wound,\nHe doubled the meaning of each seasonal greeting,\nAnd found that the diction of each word was sound.\n","1","","","","","","","","","","","","","book:realmRune"
"swimBird","Swim Bird","","","","","11","","","","aNewClueDraft9","He stayed up all night and studied the maps,\nHe laid out the floorplans and measured the gaps,\nAnd his directory was a trajectory\nNothing short of a full mental lapse.\n","1","","","","","","","","","","","","","book:swimBird"
"bluePrinceDraft","The Blue Prince Draft","","","","","13","","","","aNewClueDraft10","A man obsessed, and cuckoo too,\r\nThey would say as he would wander through,\r\nThe best medicine is not yet evident,\r\nWhen he found a new clue, he’d know what to do.\r\n","0.8888888889","","","","","","","","","","","","","book:bluePrinceDraft"
"curseOfBlackbridge","The Curse of Black Bridge","","Redford Ewling","","","26","","","","aNewClueDraft11","And having read this over   so many times,\nHaving scoured over each of the lines,\nHave you exhausted your search,\nHave you seen all the signs?\n","1","","","","","","","","","","","","","book:curseOfBlackbridge"
"fixedStars","The Fixed Stars","","","","","8","","","","aNewClueDraft12","Or is there perhaps something new,\r\nSomething overlooked but now in view,\r\nHave you finally found it? Could it really be true?\r\nIf it’s a new clue, you know what to do.\r\n","1","","","","","","","","","","","","","book:fixedStars"
"historyOfOrindiaFirstEdition","The History of Orindia: Ajera to Eraja","","Caleb Manning","","The\nHistory\of Orindia\nAjera to Eraja\nby Caleb Manning\nRuffington Red Publishing\n1979\n\nForeward\n<b><size=3.4>ORINDIA</size></b> was once the name used to designate the realms of the eastern waters. Though the term is no longer employed in the halls of politics, nor commonly known to the average citizen, its memory flickers in the hearts of those who hail from the lands that it once encompassed, and many of the elder generation, in hushed circles, still refer to themselves as Orindians.\n\n\nYet, we must not let the flame of our history dwindle into the obscurity of whispered conversations, nor permit our leaders to enjoin us to abandon the name of our land. We must keep alive the embers of our past and preserve them for the generations yet to come.\n\nI\n<size=4>AJERA</size>Most historians mark the beginning of the first era, often denoted as <i>Ajera</i>, by the ascension of the first king of Orindia whose name, <b>Oris</b>, would later grace the burgeoning township in which he was crowned. Oris was known, before his coronation, as a prominent merchant lord of considerable means and affluence, whose sway in the region made him the ideal candidate for the unification of the surrounding provinces.\r\n\nRegrettably, history is not always forthcoming, and the surviving records of those bygone days are mostly limited to trade agreements and sales receipts. \n\nNevertheless, we can deduce from these ledgers that Oris had but one aim: expansion. The territory spread forth from the heart of Oris and by the end of the first century, the black banners of Orindia could be seen fluttering in every hamlet and hostelry, along every thoroughfare, from Oris, all the way to the western banks. A new kingdom was born.\nCastle Orindia\n\nII\n<size=4>SECOND ERA</size>It was the fourth king of Orindia who split this vast domain in three equal shares. Three Realms for his three children. \n\nTo the eldest, he granted the fields and mountains of his great grandfather, the middle province and heartspring of the kingdom. The eldest accepted the gift and called his new realm <b><size=3>ORINDA ARIES</size></b>, after the angelic paragon of royalty, Orinda. \n\nTo the youngest, he bestowed upon him the realm of <b><size=3>ARCH ARIES</size></b>, the land of the Northern Storms. A wild and untamed \n\nexpanse which at the time was not as developed but a good deal more vast than the eldest brother’s lot.\n\nAnd to his middle child, his only daughter, he gifted her the southern region of <b><size=3>ERAJA</size></b>, the mystical realm of the ancestors, a land steeped in tradition, magic and the poetry of the old tongue.\n\nIII\n<size=4>THIRD ERA</size>As the Second Era drew to a close, the three sovereign realms had achieved a period of remarkable progress and prosperity.  Each of these distinct regions, ruled by their respective sibling monarchs, had blossomed, cultivating the bountiful resources of their lands, and developing a unique character and culture that set them apart from one another.\n\n\nDespite those differences, the sibling monarchs managed to maintain friendly relations throughout their lives, and were known for their cooperation in matters of trade and transportation. The succeeding generations of their heirs continued that tradition and the Third Era was defined by the construction \n\nof a vast network of\nrailways that spanned\nthe length and breadth\nof the land, linking the\nnorthern mountains\nof <b>Arch Aries</b> to\nthe southern shores\nof <b>Eraja</b>. This develop-\nment facilitated travel\nand commerce\nbetween the\nthree realms, further\nstrengthening their bond\nand laying the foundation for the\npromise of a prosperous and bright future, a promise that would unfortunately, as my readers will soon find, not be kept.IV\n<size=4>FOURTH ERA</size>As the kingdom of Orinda Aries entered the fourth era, a different kind of ruler took the reins of power. <b>King Desilets III</b> was a king who listened to the voices of all his subjects, from the most influential advisors to the humblest of citizens. \n\nHe was a king who often was seen among the people, eating, drinking and conversing - a sight that shocked not only the gentry and the court, but the masses as well, who could scarce believe that they, as peasantry, would ever sup with the crown.\r\nDesilets was renowned as “The King of the People” and it was therefore a surprise to no one when he made the decision to move the capital from the secluded mountains of Reddington to the public stage of Oris, leaving castle and court behind. The people were overjoyed by this choice, and the city welcomed their king with open arms and great fanfare. Yet, not all were swayed so easily. There were those that viewed the king’s conduct to be unbecoming of his station, and were wary of how readily he could be persuaded by the tears and tales of the common folk.\r\n\r\nThese dissenting voices planted the seeds of discontent, which took root in the lawns and gardens of the nobles of Fenn, or as I have been instructed to say, the Grand City of Fenn.\n\nV\n<size=4>ERA of RUIN</size>After the passing of King Desilets III, the Fourth Era came to an abrupt end. Thankfully, the king died naturally in his old age and surrounded by his people in Oris, far away from the growing unrest among the western city of Fenn.\n\nOn the very next day, the 6th of October, the self-proclaimed Prince Leerson of Fenn declared himself the true monarch. This declaration was bolstered by a surprising number of supporters, due to the fact that Desilets IV shared his father's good name but little of his virtues.\r\n\r\nAs the prospect of civil war seemed inevitable, the realm’s regiments were hastily recalled from \n\nthe frontiers to stamp out and put an end to the “Fennsurrection”. However, instead of restoring order, what ensued was a savage and merciless campaign against their own people. The gardens of Fenn, once a center of splendor, were transformed into a battlefield as the cries of the innocent echoed through the city's streets, stained in red.\nThe Pacification of Fenn\n\nThe brutality of the pacification of Fenn did not go unnoticed by neighbors. As sympathy for the city surged, allies came forward to lend support. Among them was the general of the Northern Regiment who, sickened by the barbaric actions of the other battalions, joined forces with Prince Leerson to form a formidable army. Together, they leveraged their political influence and favors to persuade the nearby realms of ARCH ARIES and NUANCE to join their cause.\r\n\r\nHowever, even with the tide turning in their favor, victory did not come easy. The <b>War of the Fifth Era</b> lasted 22 long years, and saw buried one in every three men. Prince Leerson himself added another number to the casualties. However, even in death, he had won. Oris had fallen and with it the realm. \r\n\nThe black flags that had flown for five eras were burned, and in their place, red banners were hoisted in honor of the fallen of Fenn. The few remaining members of the former royal family fled in fear of their lives to the south, forever exiled.\n\nVI\n<size=4>THE CURRENT ERA</size>Today, the realms inherited by The Three,  <b>FENN ARIES</b>, <b>ARCH ARIES</b> and <b>ERAJA</b> once again stand united as allies. Though the distance between our peoples has grown, our connection to this land remains as strong as ever. The spruce and birch that span across our realms serve as a constant reminder that we all share a common past. And as those trees continue to grow, so do our hopes for a common future. A future where we are not defined by the colors of the banners we raise, but by that which connects us. A land that we each call home.For this is, despite everything else, a land rich in history, a land of myth and wonder, a land that sprung forth the greatest empire the world has ever seen, the land of our fathers, of our mothers, and of our children. \r\n\r\nThis land is, after all that has happened… \r\n\n\n\n...still Orindia.","10","Author MANNING, CALEB\nTitle THE HISTORY OF ORINDIA","","","archiveClippings11","","","","","","","","","","","","","","","book:historyOfOrindiaFirstEdition"
"historyOfOrindia","The History of Orindia: Second Edition","","Caleb Manning, The Fenn Aries Central Board of Education","","","12","","","","archiveClippings12","","","","","","","","","","","","","","","book:historyOfOrindia"
"revanesLogbook","the original Gardener's Logbook","","Danny Revane","","","8","","","","archiveClippings13","","","","","","","","","","","","","","","book:revanesLogbook"
"redPrince","The Red Prince","","Marion Marigold","","The\nRed Prince\nby\n<size=3>MARION        MARIGOLD</size>\n\nThere was a  red  prince,\nWho sat on a red throne.\nHe had a red crown of rubies,\nAnd a red castle made of stone.\n\nThe prince had a love,\nFor all things red.\n\""It’s the only <i><size=3.5>true</size></i> color\""\nThe prince often said.\n\nHe could not stand the sight,\nOf a canary or a crow.\nHe could not stand the white,\nOf a swan in the snow.\n\nAnd he never looked up...\nFor fear of the view.\nHe had heard that the sky,\nWas not a red hue!\n\nSo he always had a book,\nTo turn his eyes down.\nIf he was ever outside,\nWhen the clouds weren’t around.\n\nAnd do you know which book,\nThe prince always had?\nThe one that made him happy,\nWhenever he was sad?\n\nA story he had read\nin the bath and the bed,\nAnd maybe you can guess,\nWith the clues that we have said.\n\nIt was the story of a boy,\nWho also wore red!\nAnd he looked like our prince,\nFrom his toes to his head.\n\nAnd as you my reader\nmight already assume,\nthis game is quite near you\nIn fact in the same room.\n\nA story about you,\nIf it needs to be said.\nAbout a red prince and his book.\nThe red book, we just read.","12","","","","archiveClippings14","Mary Matthew Jones, the author and illustrator whose fanciful stories are written under the pen name Marion Marigold, was last seen by a close friend around 3:45pm Friday getting into a carriage after a late luncheon date at the Hundred Bells Tea Room in Trinsdale. Mrs. Jones never arrived home and the carriage driver cannot be located. \n<size=3>Family and local authorities are very concerned but have not deemed the","0.6831683168","","","","","","","","","","","","","book:redPrince"
"redPrinceDraft","The Red Prince Draft","","Marion Marigold","","","11","","","","archiveClippings15","","","","","","","","","","","","","","","book:redPrinceDraft"
"","","","","","","","","","","archiveClippings21","","","","","","","","","","","","","","",""
"","","","","","","","","","","archiveClippings22","","","","","","","","","","","","","","",""
"","","","","","","","","","","archiveClippings23","The crown's recent decision to dismantle the realm's remaining railways has caused increasing tensions with our southern neighbor, ERAJA, who has, for many generations, relied on our realm's rail tracks for northern passage to ARCH ARIES. The ensuing round of trade negotiations with ERAJA, which were conducted with reckless care and little diplomacy, have, to the surprise of no one, ended in an impasse. Early reports have alluded that in addition to their other demands, the Crown has requested that the asylum granted to the former House of Desilets, be revoked.","0.8921568627","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft2","by Mary Matthew Jones","0.5714285714","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft3","To my son Simon\n<size=2> </size>\n<size=8>IN WHOSE EYES I SEE THE\nWORLD ANEW.\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft4","There was a Blue Prince,\nWho sat on a Blue Throne,\nHe had a blue crown made of sapphires,\nAnd a  blue castle made of stone.\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft5","The prince had a love,\r\nFor all things Blue,\r\n“It’s the only true color,\r\nIn my humble view.”\r\n","0.9473684211","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft6","","","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft7","He seldom talked to others,\nFor they rarely shared this view.\nHe never went to town,\nNor saw the flags they flew,\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft8","And do you know which game,\nThe prince instead would play?\nThe one that made him happy,\nWhenever skies were gray?\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft9","A game he had played,\nIn the house and on the grounds,\nAnd maybe you can guess,\nFrom the clues that we have found,\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft10","It was a game full of rooms,\nAnd the stories that we climb,\nAbout a house full of lies,\nand the truth that one prince finds.\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft11","And as you my reader\nmight already assume,\nthis game is quite near you\nIn fact in the same room.\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft12","A game about you,\r\nAnd the plans that you made,\n\rAbout a blue prince and his blueprints,\r\nThe blue game we just played.\r\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bluePrinceDraft13","The End","1","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral1","\nHaving a younger brother is not as much fun as they told me it would\nbe, but today will be a good day because he is at camp.","0.3783783784","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral2","","","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral3","I also had more fun at camp than he has had in his entire life.\n","1","","","","","","","","","","","","",""
"","","","","","","","","","","bunkJounral4","TODAY is a good day because I got my brother in trouble for reading my private journal without my permission and writing mean things in it too. He also threw my model airplane in the bushes outside but I got it back and IF HE DOES it again he will NOT get to go to","0.7857142857","","","","","","","","","","","","",""
